FIRE_NAME,FIRE_YEAR,STAT_CAUSE_DESCR,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,STATE
GREENHOUSE,2004,Miscellaneous,2.5,40.24583333,-111.635,UT
"GALUSHA PEAK",2004,Lightning,2.5,47.21888889,-112.7841667,MT
"BLIND CANYON",2004,Lightning,5,47.22888889,-113.3875,MT
JAKE,2004,Lightning,2.5,47.33861111,-113.5347222,MT
NEWMAN,2004,Campfire,2.5,47.2725,-115.2925,MT
JUNCTION,2004,Lightning,2.5,39.9525,-120.9016667,CA
FOSTER,2004,"Equipment Use",2.5,42.9575,-120.96,OR
"VERA LAKE",2004,Campfire,5,43.94305556,-121.8861111,OR
81,2004,Smoking,2.5,44.26472222,-121.8127778,OR
"PORKY LAKE",2004,Lightning,2.5,43.93555556,-121.9013889,OR
101,2004,Lightning,5,44.25333333,-121.9708333,OR
WATERTREE,2004,Lightning,2.5,43.95444444,-121.8908333,OR
105,2004,Lightning,2.5,44.31555556,-122.0886111,OR
106,2004,Lightning,2.5,44.33,-122.1433333,OR
"SCOTCH BROOM",2004,Lightning,2.5,44.20694444,-122.0438889,OR
"GRANDMA 41",2004,"Debris Burning",5,44.18861111,-122.2797222,OR
"PARADISE/MCKENZIE BR",2004,Arson,5,44.18888889,-122.1061111,OR
103,2004,Lightning,2.5,44.31083333,-122.1061111,OR
HALF,2004,Lightning,2.5,38.24833333,-120.0261111,CA
ROCK,2004,"Equipment Use",5,40.94666667,-123.6316667,CA
HAWKINS,2004,Miscellaneous,2.5,40.87166667,-123.5227778,CA
SADDLE,2004,Lightning,5,40.19611111,-120.9508333,CA
"HUMMITCH LAKE",2004,Lightning,2.5,48.085,-90.93833333,MN
"SOUTH BENA",2004,Arson,5,47.33583333,-94.20527778,MN
"HIGHWATER ISLAND",2004,Miscellaneous,2.5,57.2825,-135.5961111,AK
ROADSIDE,2004,Smoking,2.5,58.07611111,-135.2213889,AK
MCCORMICK,2004,"Debris Burning",2.5,56.31361111,-132.3438889,AK
"MARKER 12",2004,"Equipment Use",2.5,58.07083333,-135.3097222,AK
"INDIAN ISLAND",2004,Campfire,2.5,58.375,-134.6955556,AK
"CEDER ROAD",2004,Miscellaneous,2.5,58.11583333,-135.4483333,AK
"WARD LAKE DAY USE",2004,Miscellaneous,2.5,55.41666667,-131.6833333,AK
SEAWATCH,2004,"Debris Burning",2.5,55.29805556,-131.5311111,AK
"HYDER 5.3 MILE",2004,Miscellaneous,2.5,55.96888889,-130.0791667,AK
"WHISKEY COVE",2004,Campfire,5,56.32611111,-132.1769444,AK
"TANNER CRAB",2004,Children,2.5,55.48333333,-133.1166667,AK
DREDGE,2004,Children,2.5,58.40138889,-134.5661111,AK
"SECOND DOG",2004,Lightning,2.5,55.98333333,-132.8186111,AK
"HALF MOON",2004,Children,2.5,58.37194444,-134.5805556,AK
"SUEDIA ISLAND",2004,Campfire,2.5,58.33555556,-134.6561111,AK
"SUNSET KNOB #2",2004,Campfire,2.5,58.60333333,-134.9202778,AK
"KLAWOCK LAKE",2004,Campfire,2.5,55.5,-132.9333333,AK
"PORTLAND ISLAND",2004,Campfire,2.5,58.18333333,-134.7305556,AK
"SUNSET KNOB #3",2004,Campfire,2.5,58.60333333,-134.9202778,AK
"COGHLAN ISLAND",2004,Campfire,2.5,58.355,-134.7030556,AK
RABBIT,2004,Campfire,2.5,55.97583333,-133.1755556,AK
"SUNSET KNOB #5",2004,Campfire,2.5,58.60333333,-134.9191667,AK
"ELLA RIDGE",2004,Lightning,2.5,55.4725,-131.0147222,AK
"VILLAGE POINT",2004,Campfire,5,58.23472222,-135.2669444,AK
MILLERVILLE,2004,Campfire,2.5,56.39222222,-132.6741667,AK
"SUNSET COVE",2004,Campfire,2.5,58.6025,-134.9163889,AK
PATS,2004,Lightning,2.5,56.43166667,-132.3397222,AK
"SPUR ROAD",2004,Lightning,2.5,56.44277778,-132.2697222,AK
"RAINBOW FALLS",2004,Lightning,5,56.40666667,-132.2786111,AK
"PORT HOUGHTON",2004,Lightning,5,57.27611111,-133.4391667,AK
"SANDY BEACH",2004,Campfire,2.5,57.07833333,-135.3738889,AK
FALSE,2004,Campfire,2.5,57.05055556,-135.3213889,AK
"WHITE RIVER",2004,Campfire,2.5,55.45,-131.6166667,AK
"KLU BAY",2004,Lightning,2.5,55.83333333,-131.4463889,AK
"VESTA BAY",2004,Lightning,2.5,54.91666667,-132.9166667,AK
BARELY,2004,Campfire,2.5,55.45,-131.6166667,AK
"FASHION BOOK",2004,Campfire,2.5,55.45,-131.6166667,AK
ROCKPIT,2004,Campfire,2.5,55.45,-131.6166667,AK
"CROSS TRAIL",2004,Campfire,2.5,57.06666667,-135.3166667,AK
KADAKE,2004,Campfire,2.5,56.6,-133.8,AK
"HAMILTON CREEK",2004,Campfire,2.5,56.88638889,-133.7183333,AK
"ADMIRALTY COVE",2004,Campfire,2.5,58.18277778,-134.5630556,AK
"MIDDLE CREEK",2004,"Debris Burning",2.5,60.91833333,-149.6313889,AK
POWERLINE,2004,Miscellaneous,2.5,60.92805556,-149.5383333,AK
"COOPER CREEK",2004,Campfire,2.5,60.47583333,-149.4722222,AK
"SHAFT CREEK",2004,Campfire,2.5,60.54361111,-149.8838889,AK
"SNUG HARBOR 2",2004,Campfire,2.5,60.47472222,-149.74,AK
"CARTER LAKE",2004,Campfire,2.5,60.47583333,-149.4722222,AK
"SNUG HARBOR 3",2004,Campfire,2.5,60.47472222,-149.74,AK
"BEAVER LODGE",2004,Smoking,2.5,60.45583333,-145.2105556,AK
BANEBERRY2,2004,"Debris Burning",2.5,60.52583333,-149.4763889,AK
"BANEBERRY 1",2004,"Debris Burning",2.5,60.52583333,-149.4763889,AK
"TRASH FIRE",2004,Campfire,2.5,60.47583333,-149.4722222,AK
"GRAYLING LOOP",2004,Smoking,2.5,60.485,-149.9808333,AK
"MILE 14.5 LAKE",2004,Campfire,2.5,60.29138889,-149.3480556,AK
"SLAUGHTER RIDGE",2004,Campfire,2.5,60.50166667,-149.7963889,AK
"HOPE Y POWERLINE",2004,Miscellaneous,2.5,60.76722222,-149.4555556,AK
TRESTLE,2004,Campfire,2.5,60.48777778,-149.3633333,AK
"BEAR LAKE",2004,Campfire,2.5,60.48833333,-149.3611111,AK
"HOPE PILE",2004,"Debris Burning",2.5,60.91111111,-149.6208333,AK
"PALMER CREEK",2004,Campfire,2.5,60.86944444,-149.5963889,AK
"LOWER TRAIL LAKE",2004,Campfire,2.5,60.455,-149.3652778,AK
"WOLF CREEK",2004,Lightning,5,60.80833333,-149.6958333,AK
"RAILROAD 36",2004,Campfire,2.5,60.54944444,-149.2438889,AK
"FALSE ISLAND",2004,Arson,2.5,57.56638889,-135.2966667,AK
"LAVA LAKE",2004,Miscellaneous,2.5,45.40444444,-111.2213889,MT
"M PARKING LOT",2004,Campfire,2.5,45.70916667,-110.9777778,MT
SCHULTZ,2004,Lightning,2.5,45.08027778,-110.6269444,MT
BOULDER,2004,Campfire,2.5,45.545,-110.2102778,MT
AARP,2004,Arson,2.5,46.02944444,-110.1713889,MT
"RUNNIN RANGER",2004,Campfire,2.5,45.48694444,-110.5188889,MT
"HIDDEN CHESTNUT",2004,Lightning,2.5,45.59833333,-110.8630556,MT
"WATER DOG",2004,Lightning,2.5,45.58666667,-109.9752778,MT
191,2004,Miscellaneous,2.5,45.14944444,-111.2441667,MT
"PASSAGE CREEK",2004,Lightning,2.5,45.26166667,-110.495,MT
"ROCK CREEK",2004,Lightning,5,45.19777778,-111.0608333,MT
BLIND,2004,Lightning,2.5,45.57,-109.8116667,MT
"TWIN PEAKS",2004,Lightning,2.5,45.13166667,-111.105,MT
LUCKY,2004,Campfire,2.5,45.86472222,-110.8983333,MT
DEFIB,2004,Lightning,2.5,44.63083333,-111.2061111,MT
CANYON,2004,Lightning,2.5,45,-111.1944444,MT
LINCOLN,2004,Lightning,2.5,45.08027778,-111.3013889,MT
"DIVIDE PEAK",2004,Lightning,2.5,45.40277778,-110.9852778,MT
"YANKEE JIM",2004,Campfire,2.5,45.1825,-110.8869444,MT
LITTLE,2004,Campfire,2.5,44.65805556,-111.1233333,MT
CLUB,2004,Arson,2.5,40.94611111,-123.6219444,CA
CLOVER,2004,Miscellaneous,2.5,40.96055556,-123.6377778,CA
SIGN,2004,Miscellaneous,2.5,40.8725,-123.5294444,CA
"WEST FORK",2004,Miscellaneous,2.5,44.90277778,-116.4961111,ID
"HAZARD CREEK",2004,"Equipment Use",2.5,45.19083333,-116.2844444,ID
BRIGADE,2004,Campfire,2.5,44.55722222,-121.8527778,OR
ROUND,2004,Lightning,2.5,40.09888889,-120.9822222,CA
DAWN,2004,Lightning,5,40.0475,-120.9533333,CA
"WIF 149",2004,Lightning,5,44.0775,-121.8383333,OR
"WIF 160",2004,Lightning,2.5,44.00916667,-122.0508333,OR
"WIF 161",2004,Lightning,2.5,44.07722222,-121.8413889,OR
"SCOTT LAKE",2004,Lightning,2.5,44.21777778,-121.8822222,OR
"ROCKY RIDGE",2004,Lightning,2.5,43.93,-115.3583333,ID
PINCH,2004,Campfire,2.5,43.92916667,-115.7833333,ID
"SLAUGHTERHOUSE 2",2004,Arson,2.5,43.85305556,-115.8727778,ID
LOGGING,2004,Lightning,2.5,43.71833333,-115.7266667,ID
"CEDAR CREEK",2004,Lightning,2.5,45.20972222,-121.5616667,OR
WHITETAIL,2004,"Equipment Use",25,47.25833333,-103.54,ND
R,2004,Railroad,2.5,46.36305556,-97.25305556,ND
"WEST PORT 14-24",2004,"Equipment Use",5,46.83638889,-103.3733333,ND
"TOWER BUTTE",2004,Lightning,10,47.32833333,-103.4452778,ND
TOUCHDOWN,2004,Miscellaneous,2.5,43.87305556,-115.8016667,ID
WILLOW,2004,Lightning,2.5,43.98083333,-115.5588889,ID
"TWO MILE",2004,Lightning,2.5,43.74194444,-115.7927778,ID
"WARM SPRINGS",2004,Lightning,2.5,44.13805556,-115.3205556,ID
DUTCH,2004,Lightning,2.5,43.79583333,-115.3802778,ID
"HIGHWAY 17",2004,Lightning,2.5,44.0875,-115.6272222,ID
SUNDAY,2004,Lightning,5,44.7525,-115.4813889,ID
"SOUTH FORK",2004,Lightning,5,44.80277778,-115.4222222,ID
BIG,2004,Lightning,5,38.40611111,-120.1091667,CA
CORRAL,2004,Lightning,2.5,38.46111111,-120.0619444,CA
SUV,2004,"Equipment Use",2.5,34.60916667,-118.7116667,CA
SYCAMORE,2004,Children,2.5,34.41527778,-117.8258333,CA
WEST,2004,Miscellaneous,10,34.24611111,-117.8525,CA
NOWHERE,2004,Campfire,2.5,38.25055556,-119.8491667,CA
LLOYD,2004,Campfire,2.5,37.89444444,-119.9155556,CA
"NORTH DORIS",2004,Lightning,2.5,48.32,-114.0791667,MT
"HALFWAY HOUSE",2004,Miscellaneous,2.5,48.29083333,-113.6230556,MT
BARN,2004,Lightning,2.5,38.28944444,-119.8722222,CA
TOYOTA,2004,"Equipment Use",2.5,38.20555556,-120.0191667,CA
PLEASANT,2004,Lightning,2.5,39.95222222,-121.1825,CA
LOWER,2004,Lightning,2.5,39.89972222,-121.2486111,CA
DANCEHOUSE,2004,Lightning,2.5,39.97277778,-120.9022222,CA
HOUGH,2004,Lightning,2.5,40.05583333,-120.9,CA
RUSH,2004,Lightning,2.5,40.06194444,-121.0805556,CA
"BEAR 2",2004,Lightning,5,38.185,-119.8733333,CA
"BOURLAND 2",2004,Lightning,2.5,38.10777778,-119.8972222,CA
MAILBOX,2004,Lightning,15,30.33333333,-82.31666667,FL
"ROAD 1",2004,Miscellaneous,35,30.46666667,-82.29166667,FL
MEEK,2004,Lightning,5,30.20361111,-82.59166667,FL
PENDERBED,2004,Lightning,10,30.20666667,-82.51527778,FL
SUMMERS,2004,Lightning,5,30.425,-82.495,FL
"SEED ORCHARD",2004,Lightning,5,30.21083333,-82.56472222,FL
241,2004,Lightning,2.5,30.21,-82.45583333,FL
TRACY,2004,Lightning,10,29.03638889,-81.51166667,FL
HOPKINS,2004,Miscellaneous,5,29.27944444,-81.7225,FL
"SHERILL'S MILL",2004,Campfire,5,29.20333333,-81.94083333,FL
"BOMBING RANGE 1",2004,"Equipment Use",25,29.12138889,-81.70833333,FL
"BLUFF 2",2004,"Debris Burning",2.5,41.23333333,-123.6705556,CA
ROAD,2004,"Equipment Use",2.5,40.39055556,-123.4522222,CA
"RUTH 2",2004,"Debris Burning",2.5,40.23,-123.3016667,CA
RITE,2004,Arson,2.5,40.90055556,-123.6041667,CA
GROVE,2004,Smoking,2.5,40.41083333,-123.49,CA
RATTLESNAKE,2004,Lightning,2.5,38.37305556,-120.1391667,CA
MOSQUITO,2004,Campfire,2.5,38.51944444,-119.9088889,CA
KIRBY,2004,Lightning,2.5,45.15,-116.7922222,OR
"70 ROAD",2004,Campfire,2.5,44.94527778,-117.3472222,OR
FOG,2004,Lightning,2.5,45.45138889,-117.4827778,OR
"CARTER HOG",2004,Campfire,2.5,45.41138889,-118.15,OR
1195,2004,Campfire,2.5,44.29138889,-119.8469444,OR
1080,2004,Lightning,2.5,44.37527778,-119.8158333,OR
1071,2004,Lightning,2.5,44.46416667,-119.9497222,OR
784,2004,Lightning,2.5,44.55944444,-120.6627778,OR
243,2004,Campfire,2.5,44.25027778,-121.4938889,OR
594,2004,Campfire,2.5,43.95861111,-121.7986111,OR
892,2004,Lightning,2.5,44.295,-121.5552778,OR
900,2004,Lightning,2.5,44.295,-121.5552778,OR
901,2004,Lightning,5,44.31111111,-121.5666667,OR
1091,2004,Campfire,2.5,44.375,-121.6263889,OR
1128,2004,Lightning,2.5,43.99583333,-121.5847222,OR
1213,2004,Campfire,5,44.31222222,-121.6263889,OR
1232,2004,Arson,5,44.05083333,-121.3844444,OR
NORTH,2004,Lightning,2.5,40.05222222,-120.9019444,CA
OLD,2004,Miscellaneous,2.5,40.005,-120.9572222,CA
"GOAT MOUNTAIN",2004,Campfire,2.5,45.14694444,-122.2680556,OR
DEVOTO,2004,Lightning,2.5,46.54055556,-114.6872222,ID
BERNARD,2004,Lightning,2.5,46.54055556,-114.6891667,ID
SHIN,2004,Lightning,2.5,46.57527778,-115.1783333,ID
WENDOVER,2004,Lightning,5,46.54666667,-114.7980556,ID
"NORTH BATTLE",2004,Lightning,25,46.23555556,-114.6563889,ID
CHANCE,2004,Lightning,5,46.19861111,-115.5238889,ID
"WILLOW RIDGE",2004,Lightning,5,46.395,-115.3975,ID
"GOLD MEADOWS",2004,Lightning,2.5,46.36805556,-115.1025,ID
"VAN CAMP",2004,Lightning,2.5,46.24222222,-115.4822222,ID
ROCKY,2004,Lightning,5,46.57916667,-114.6622222,ID
DEEP,2004,Lightning,2.5,46.53111111,-114.9252778,ID
BEAR,2004,Lightning,2.5,46.53694444,-114.7791667,ID
"CHAMBERLAIN MTN",2004,Lightning,2.5,46.91888889,-115.2113889,ID
BUNKER,2004,Lightning,5,48.90944444,-115.6425,MT
OPIE,2004,Campfire,2.5,45.48166667,-110.9719444,MT
"CROWN BUTTE",2004,Campfire,2.5,45.06583333,-111.1386111,MT
TRACTOR,2004,"Debris Burning",5,35.65,-99.91666667,OK
CEDRO,2004,Campfire,2.5,35.04833333,-106.3569444,NM
DAVID,2004,Campfire,2.5,34.975,-106.3569444,NM
"BOY SCOUT",2004,Lightning,2.5,34.2325,-107.5202778,NM
BAILEY,2004,Smoking,5,35.67305556,-99.66333333,OK
ADAMS,2004,"Debris Burning",10,35.79361111,-99.89277778,OK
CAR,2004,Arson,2.5,35.10583333,-107.9975,NM
SNOWFLAKE,2004,Lightning,2.5,35.095,-108.0555556,NM
VALLY,2004,Arson,5,35.2125,-108.4302778,NM
QUARRY,2004,"Debris Burning",2.5,34.44333333,-106.3666667,NM
RICE,2004,Lightning,2.5,35.2625,-108.2208333,NM
"JUAN TABO",2004,Lightning,2.5,35.25694444,-106.4216667,NM
BLUE,2004,Lightning,2.5,35.35777778,-108.3913889,NM
CANONCITO,2004,Lightning,2.5,35.13972222,-106.4072222,NM
BLIND,2004,Lightning,2.5,35.22972222,-108.4997222,NM
LILY,2004,Lightning,5,35.09666667,-108.2486111,NM
STEVE,2004,Lightning,5,35.30194444,-108.3177778,NM
"SNOW LINE",2004,Lightning,2.5,35.14611111,-106.3777778,NM
WOODY,2004,Lightning,2.5,35.24694444,-108.3311111,NM
CHERYL,2004,Lightning,2.5,35.35,-108.5222222,NM
PAXTON,2004,Lightning,2.5,35.05555556,-108.0480556,NM
CINDER,2004,Lightning,2.5,35.06583333,-108.0580556,NM
CIENAGA,2004,Campfire,2.5,35.17833333,-106.3866667,NM
ROBIN,2004,Arson,2.5,35.04833333,-106.3569444,NM
HUNTER,2004,Lightning,2.5,35.28194444,-107.6052778,NM
"TURKEY FARM",2004,Arson,5,35.23472222,-107.7,NM
"TIMBER LAKE",2004,Lightning,5,35.21416667,-108.4730556,NM
BROOKS,2004,Lightning,2.5,35.26111111,-107.6308333,NM
OR-BFZ-2329,2004,Campfire,2.5,43.86888889,-119.6666667,OR
OR-BFZ-2326,2004,Campfire,5,43.935,-118.8386111,OR
OR-BFZ-2312,2004,Campfire,2.5,43.98361111,-119.0497222,OR
OR-MAF-186,2004,Campfire,2.5,44.21666667,-118.8305556,OR
OR-MAF-190,2004,Miscellaneous,2.5,44.625,-118.4236111,OR
OR-MAF-191,2004,Miscellaneous,2.5,44.26666667,-119.0666667,OR
OR-MAF-194,2004,Miscellaneous,2.5,44.63027778,-119.05,OR
OR-MAF-195,2004,Miscellaneous,2.5,44.5125,-118.8877778,OR
OR-MAF-203,2004,Miscellaneous,2.5,44.66166667,-118.6611111,OR
TAYLOR,2004,Arson,2.5,40.41916667,-123.2183333,CA
HARDY,2004,Lightning,2.5,33.9175,-107.1888889,NM
LAKE,2004,Miscellaneous,5,34.19194444,-107.3275,NM
CREEK,2004,Lightning,2.5,33.63555556,-107.3969444,NM
SURVEY,2004,Lightning,2.5,34.19666667,-107.2977778,NM
ROCK,2004,Lightning,2.5,34.38833333,-107.3858333,NM
BALDY,2004,Lightning,2.5,33.99305556,-107.1569444,NM
THUNDER,2004,Lightning,2.5,34.03305556,-107.2063889,NM
CROSBY,2004,Lightning,2.5,34.13416667,-107.9686111,NM
SIXTY,2004,Miscellaneous,2.5,34.08805556,-107.3716667,NM
DAVENPORT,2004,Lightning,15,34.28111111,-107.9252778,NM
MISSISSIPPI,2004,Lightning,2.5,34.19805556,-107.4419444,NM
ADMIN,2004,Miscellaneous,2.5,34.09027778,-107.2594444,NM
CORKSCREW,2004,Miscellaneous,2.5,34.33916667,-107.4194444,NM
"YELLOW JACKET",2004,Lightning,2.5,33.71694444,-107.3922222,NM
CUB,2004,Lightning,2.5,33.67333333,-107.4608333,NM
FRANK,2004,Lightning,2.5,33.9175,-107.5008333,NM
PIGEON,2004,Lightning,5,33.83083333,-107.5527778,NM
BULL,2004,Lightning,2.5,33.78916667,-107.5122222,NM
HAY,2004,Lightning,2.5,33.80388889,-107.5466667,NM
TRAILHEAD,2004,Lightning,2.5,33.90305556,-107.4836111,NM
MONICA,2004,Lightning,2.5,33.90305556,-107.5180556,NM
SNAG,2004,Lightning,2.5,35.26805556,-108.2119444,NM
"BEAR SPRINGS",2004,Lightning,2.5,35.4575,-108.5555556,NM
"SEVEN SINGER",2004,Campfire,2.5,44.77222222,-118.2686111,OR
"UNION MINE",2004,Lightning,2.5,45.01,-117.1986111,OR
KIRTLAND,2004,Lightning,5,34.95972222,-106.3927778,NM
"WATER CANYON",2004,Miscellaneous,2.5,34.01861111,-107.1197222,NM
"SAND LOT",2004,Smoking,2.5,45.41805556,-116.2986111,ID
POND,2004,Smoking,2.5,39.85055556,-120.7177778,CA
TRASH,2004,Campfire,2.5,45.90777778,-112.3805556,MT
POWER,2004,"Equipment Use",2.5,45.91388889,-112.4191667,MT
"CABLE CREEK",2004,Arson,2.5,46.20138889,-113.2019444,MT
"TWIN LAKES MTN",2004,Lightning,5,46.1175,-113.2177778,MT
"FOSTER CREEK",2004,Miscellaneous,2.5,46.18361111,-113.1338889,MT
"LENORA GULCH",2004,Lightning,2.5,46.66666667,-113.4027778,MT
"SHEEP GAP",2004,Campfire,5,47.49166667,-115.0486111,MT
TWO,2004,Lightning,2.5,34.30638889,-110.9544444,AZ
HOG,2004,"Equipment Use",2.5,34.13972222,-111.3269444,AZ
LEWIS,2004,Lightning,15,33.92027778,-111.9877778,AZ
ALDER,2004,Lightning,5,34.32916667,-111.4941667,AZ
BOOT,2004,Lightning,2.5,34.32638889,-111.0913889,AZ
CAMPGROUND,2004,Lightning,2.5,34.3125,-111.0361111,AZ
CIENEGA,2004,Lightning,5,34.38277778,-111.1736111,AZ
PARK,2004,Lightning,5,34.42083333,-111.2888889,AZ
MILITARY,2004,Lightning,2.5,34.3075,-110.9247222,AZ
QUEEN,2004,Lightning,2.5,39.66833333,-120.9188889,CA
GRASSY,2004,Lightning,2.5,39.65194444,-120.9186111,CA
SCALES,2004,Miscellaneous,2.5,39.58416667,-120.985,CA
BEARDSLEY,2004,"Equipment Use",5,40.12083333,-120.7219444,CA
"LOST CREEK",2004,Campfire,2.5,44.78805556,-118.5777778,OR
SLASH,2004,"Debris Burning",2.5,45.95611111,-117.9672222,OR
OR-BFZ-2342,2004,Campfire,2.5,43.89083333,-119.2294444,OR
"240 RD",2004,Lightning,2.5,37.80944444,-108.5316667,CO
BENCH,2004,Lightning,2.5,37.78888889,-108.5402778,CO
TOAD,2004,Lightning,2.5,37.85055556,-108.48,CO
BILL,2004,Lightning,5,37.78888889,-108.5058333,CO
SWEET,2004,Lightning,2.5,37.59444444,-108.5805556,CO
REBEL,2004,Campfire,2.5,37.52027778,-108.5505556,CO
HAGEN,2004,Lightning,2.5,37.56138889,-108.4669444,CO
RAILROAD,2004,Lightning,2.5,37.66361111,-108.4297222,CO
COPE,2004,Lightning,2.5,37.84055556,-108.7397222,CO
"LOWER HERMOSA",2004,Campfire,2.5,37.42416667,-107.8433333,CO
"EIGHT MILE TRASH",2004,Campfire,2.5,37.17972222,-106.9608333,CO
"MILL CREEK WFU",2004,Lightning,2.5,37.29638889,-106.845,CO
SHAKE,2004,Smoking,2.5,41.915,-122.2286111,CA
TAMARACK,2004,Miscellaneous,2.5,37.17277778,-119.2016667,CA
SALLY,2004,Campfire,2.5,37.27333333,-118.8766667,CA
"BEAR RIDGE",2004,Campfire,2.5,37.33083333,-118.8658333,CA
PANDA,2004,Campfire,2.5,37.46444444,-118.9844444,CA
DIVERSION,2004,Lightning,2.5,37.33305556,-118.9763889,CA
BETHANY,2004,Lightning,2.5,36.98777778,-119.1391667,CA
ARKANSAS,2004,Lightning,2.5,37.09277778,-119.1330556,CA
WHITE,2004,Miscellaneous,2.5,37.48166667,-119.5438889,CA
BUCKET,2004,Campfire,2.5,46.21416667,-89.35222222,MI
LOON,2004,Miscellaneous,2.5,46.21805556,-89.31611111,MI
"POMEROY PIT",2004,"Debris Burning",2.5,46.27527778,-89.54138889,MI
WHITEOUT,2004,Arson,2.5,40.45305556,-106.7677778,CO
BEAVER,2004,Lightning,2.5,40.24555556,-107.3358333,CO
"WINDY RIDGE",2004,Miscellaneous,2.5,40.32472222,-106.6030556,CO
"RED DIRT",2004,Lightning,2.5,40.1975,-106.5908333,CO
"TRAIL CREEK",2004,Lightning,2.5,40.8675,-106.7941667,CO
"LITTLE BEAR",2004,Lightning,2.5,40.14222222,-107.2413889,CO
QUAD,2004,Lightning,5,40.92472222,-106.8997222,CO
PAGODA,2004,Lightning,5,40.16694444,-107.3483333,CO
CARSONITE,2004,Campfire,2.5,40.40694444,-106.6252778,CO
SUGARLOAF,2004,Lightning,2.5,40.77,-107.2252778,CO
"SAND MTN",2004,Lightning,5,40.79444444,-107.0244444,CO
"BAR X",2004,Miscellaneous,2.5,33.815,-111.2722222,AZ
LANTERN,2004,Lightning,5,42.39305556,-120.7197222,OR
"WEST CANEY",2004,Arson,5,34.41111111,-94.16944444,AR
FREEMAN,2004,"Equipment Use",5,36.03583333,-92.135,AR
"NORTH WALKER",2004,Arson,5,34.82861111,-94.54333333,OK
LONG,2004,Miscellaneous,2.5,35.95138889,-92.18583333,AR
"BROKEN BOW DAM",2004,Arson,5,34.04666667,-94.69583333,OK
"SAVALL LOOP #2",2004,Arson,5,34.68638889,-93.19166667,AR
AVANT,2004,Miscellaneous,5,34.67277778,-93.32416667,AR
"MOUNTAIN FORK",2004,Campfire,5,34.39527778,-94.68805556,OK
"FAIR GROUND ROAD",2004,Arson,5,34.54888889,-93.60972222,AR
MCGOWN,2004,Arson,2.5,36.03472222,-92.20027778,AR
"GRAVE GAP",2004,Arson,2.5,35.59083333,-93.40638889,AR
WHITE,2004,Arson,5,35.61527778,-93.31388889,AR
"DOG KENNEL",2004,Campfire,5,34.73527778,-94.63416667,OK
"BIG CEDAR 1",2004,Arson,5,34.64305556,-94.63222222,OK
"HORSE HEAVEN",2004,Arson,15,34.71694444,-94.91694444,OK
BOHANNAN,2004,Arson,10,34.71833333,-94.90444444,OK
"COOPER CREEK",2004,Arson,5,34.05666667,-94.64861111,OK
"LOTT FIRE",2004,Miscellaneous,10,34.92055556,-94.22666667,AR
"HWY 9",2004,Lightning,5,34.84194444,-92.75944444,AR
"6 MILE",2004,Arson,5,34.655,-93.13027778,AR
"MILL CREEK",2004,"Equipment Use",5,34.50111111,-94.29583333,AR
SWEETWATER,2004,"Debris Burning",10,38.435,-119.2019444,CA
CREEKSIDE,2004,Miscellaneous,5,38.76972222,-119.8319444,CA
"PINE HAVEN",2004,Miscellaneous,5,39.47444444,-119.8569444,NV
"ALPINE AIRPORT",2004,"Equipment Use",2.5,38.74583333,-119.7663889,CA
"BODIE FLAT",2004,"Equipment Use",2.5,38.83722222,-119.6597222,NV
"KINGS CANYON",2004,Campfire,2.5,39.14444444,-119.8166667,NV
I-80,2004,Miscellaneous,15,39.43222222,-120.0302778,CA
QUILICI,2004,Lightning,2.5,39.48305556,-119.9711111,NV
"COLE COMPLEX",2004,Lightning,35,38.55416667,-119.5305556,CA
"TWIN LAKES",2004,Smoking,2.5,38.16277778,-119.3472222,CA
"JACKS VALLEY 2",2004,Lightning,2.5,39.10583333,-119.8144444,NV
HEENAN,2004,Lightning,2.5,38.58166667,-119.6388889,CA
CRATER,2004,Children,2.5,38.72222222,-119.9738889,CA
"LOWER TWIN",2004,Lightning,2.5,38.165,-119.3311111,CA
"JACKS VALLEY #1",2004,Lightning,2.5,39.10194444,-119.8030556,NV
HIGHLOW,2004,Lightning,2.5,38.63972222,-119.7977778,CA
"HEENAN 2",2004,Lightning,2.5,38.59361111,-119.6316667,CA
MID-BULL,2004,Lightning,35,39.56111111,-119.9813889,NV
BURNSIDE,2004,Lightning,2.5,38.74611111,-119.9177778,CA
"BULL CREEK",2004,Lightning,2.5,39.55861111,-119.9938889,NV
HOMESHORE,2004,Campfire,2.5,58.28916667,-135.3375,AK
EAGLE,2004,Lightning,2.5,38.59083333,-119.8108333,CA
RAY,2004,Lightning,2.5,38.62083333,-119.7936111,CA
BLISS,2004,Lightning,5,39.08444444,-119.8775,NV
"GENOA PEAK",2004,Lightning,2.5,39.04611111,-119.8819444,NV
LARSON,2004,Lightning,5,38.80694444,-119.8241667,CA
"EAST SIDE",2004,Lightning,5,38.52,-119.4636111,CA
BUNKER,2004,Lightning,2.5,39.27944444,-117.0922222,NV
KNOB,2004,Lightning,2.5,38.60305556,-119.6513889,CA
ROSA,2004,Miscellaneous,5,35.94194444,-92.12638889,AR
SWEET,2004,Lightning,2.5,38.58333333,-119.2194444,CA
SONORA,2004,Campfire,2.5,38.35111111,-119.4688889,CA
FORESTDALE,2004,Lightning,2.5,38.67833333,-119.9488889,CA
FAITH,2004,Lightning,2.5,38.69555556,-119.9361111,CA
